αὐτοῦ	αὐτοῦ	ADV	_	
κατανασσαμένη	καταναίω	VB	number=SINGULAR|mood=PARTICIPLE|gender=FEMININE|case=NOMINATIVE	
πάλαι	πάλαι	ADV	_	
πρὸς	πρός	PREP	_	
ἄλλοις	ἄλλος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
ταῦτ̓	οὗτος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
ἀφιερώμεθα	ἀφιερόω	VB	person=PERSON_1|number=PLURAL|tense=PERF|mood=INDICATIVE	
οἴκοισι	οἶκος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
καὶ	καί	CONJ	_	
βοτοῖσι	βοτόν	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
καὶ	καί	CONJ	_	
ῥυτοῖς	ῥυτός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
πόροις	πόρος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἄνασσ̓	ἄνασσα	NN	number=PLURAL|gender=FEMININE|case=VOCATIVE	
Ἀθάνα	Ἀθήνη	NN	number=SINGULAR|gender=FEMININE|case=VOCATIVE	
πρῶτον	πρῶτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἐκ	ἐκ	PREP	_	
τῶν	ὁ		number=PLURAL|gender=NEUTER|case=GENITIVE	
ὑστάτων	ὕστερος	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
τῶν	ὁ		number=PLURAL|gender=NEUTER|case=GENITIVE	
σῶν	σός	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
ἐπῶν	ἔπος	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
μέλημ̓	μέλημα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἀφαιρήσω	ἀφαιρέω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
μέγα	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
πολλῆς	πολύς	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
δὲ	δέ		_	
χώρας	χώρα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
τῆσδ̓	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ἔτ̓	ἔτι	ADV	_	
ἀκροθίνια	ἀκροθίνιον	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
θύη	θύος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
πρὸ	πρό	PREP	_	
παίδων	παῖς	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
καὶ	καί	CONJ	_	
γαμηλίου	γαμήλιος	ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
τέλους	τέλος	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
ἔχουσ̓	ἔχω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
ἐς	εἰς	PREP	_	
αἰεὶ	ἀεί	ADV	_	
τόνδ̓	ὅδε	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐπαινέσεις	ἐπαινέω	VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
λόγον	λόγος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
δωμάτων	δῶμα	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
γὰρ	γάρ		_	
εἱλόμαν	αἱρέω	VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE	
ἀνατροπάς	ἀνατροπή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ὅταν	ὅταν	CONJ	_	
Ἄρης	Ἄρης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
τιθασὸς	τιθασός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὢν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
φίλον	φίλος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἕλῃ	αἱρέω	VB	person=PERSON_3|number=SINGULAR|mood=SUBJUNCTIVE|voice=ACTIVE	
τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
μητραλοίαν	μητραλοίης	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
δ̓	δέ		_	
ἐξέκλεψας	ἐκκλέπτω	VB	person=PERSON_2|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
ὢν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
θεός	θεός	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὄμμα	ὄμμα	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
γὰρ	γάρ		_	
πάσης	πᾶς	ADJ	number=SINGULAR|gender=FEMININE|case=GENITIVE	
χθονὸς	χθών	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
Θησῇδος	Θησηίς	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ἐξίκοιτ̓	ἐξικνέομαι	VB	person=PERSON_3|number=SINGULAR	
ἂν	ἄν		_	
εὐκλεὴς	εὐκλεής	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
λόχος	λόχος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
παίδων	παῖς	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
γυναικῶν	γυνή	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
καὶ	καί	CONJ	_	
στόλος	στόλος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
πρεσβυτίδων	πρεσβῦτις	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
καὶ	καί	CONJ	_	
μὴν	μήν		_	
βαρεῖαν	βαρύς	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τήνδ̓	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ὁμιλίαν	ὁμιλία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
χθονὸς	χθών	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ξύμβουλός	ξύμβουλός	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
εἰμι	εἰμί	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
μηδαμῶς	μηδαμῶς	ADV	_	
ἀτιμάσαι	ἀτιμάζω	VB	mood=INFINITIVE|voice=ACTIVE	
καὶ	καί	CONJ	_	
σὺ	σύ	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
τιμίαν	τίμιος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἕδραν	ἕδρα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἔχουσα	ἔχω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
πρὸς	πρός	PREP	_	
δόμοις	δόμος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
Ἐρεχθέως	Ἐρεχθεύς	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
τεύξῃ	τεύχω	VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
παῤ	παρά	PREP	_	
ἀνδρῶν	ἀνήρ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
καὶ	καί	CONJ	_	
γυναικείων	γυναικεῖος	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
στόλων	στόλος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
ὅσων	ὅσος	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
παῤ	παρά	PREP	_	
ἄλλων	ἄλλος	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
οὔποτ̓	οὔποτε	ADV	_	
ἂν	ἄν		_	
σχέθοις	σχεθεῖν	VB	person=PERSON_2|number=SINGULAR|voice=ACTIVE	
βροτῶν	βροτός	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
οὑπιρρέων	ἐπιρρέω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
γὰρ	γάρ		_	
τιμιώτερος	τίμιος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE|degree=COMPARATIVE	
χρόνος	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἔσται	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
πολίταις	πολίτης	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
τοῖσδε	ὅδε	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
σπονδαὶ	σπονδή	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
δ̓	δέ		_	
ἐς	εἰς	PREP	_	
τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
πᾶν	πᾶς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἐκ	ἐκ	PREP	_	
μετοίκων	μέτοικος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
Παλλάδος	Παλλάς	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ἀστοῖς	ἀστός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
γὰρ	γάρ		_	
διώκων	διώκω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
πρότερος	πρότερος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἐξ	ἐκ	PREP	_	
ἀρχῆς	ἀρχή	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
λέγων	λέγω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
γένοιτ̓	γίγνομαι	VB	person=PERSON_3|number=SINGULAR	
ἂν	ἄν		_	
ὀρθῶς	ὀρθός	ADV	_	
πράγματος	πρᾶγμα	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
διδάσκαλος	διδάσκαλος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
οὔτοι	οὔτοι	ADV	_	
γυναῖκας	γυνή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ἀλλὰ	ἀλλά	ADV	_	
Γοργόνας	Γοργώ	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
λέγω	λέγω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
οὐ	οὐδέ		_	
δ̓	δέ		_	
αὖτε	αὖτε	ADV	_	
Γοργείοισιν	Γόργειος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
εἰκάσω	εἰκάζω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
τύποις	τύπος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
πέποιθ̓	πείθω	VB	person=PERSON_1|number=SINGULAR|tense=PERF|mood=INDICATIVE|voice=ACTIVE	
νικᾷ	νικάω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=ACTIVE	
δ̓	δέ		_	
Ὀρέστης	Ὀρέστης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
κἂν	κἀν	CONJ	_	
ἰσόψηφος	ἰσόψηφος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
κριθῇ	κρίνω	VB	person=PERSON_3|number=SINGULAR|mood=SUBJUNCTIVE|voice=PASSIVE	
ὅμως	ὅμως	CONJ	_	
δὲ	δέ		_	
φεῦγε	φεύγω	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
μη	μηδέ		_	
δὲ	δέ		_	
μαλθακὸς	μαλθακός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
γένῃ	γίγνομαι	VB	person=PERSON_2|number=SINGULAR|mood=SUBJUNCTIVE	
ἄφθογγον	ἄφθογγος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
εἶναι	εἰμί	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
παλαμναῖον	παλαμναῖος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
νόμος	νόμος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἔστ̓	ἔστε	CONJ	_	
ἂν	ἄν		_	
πρὸς	πρός	PREP	_	
ἀνδρὸς	ἀνήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
αἵματος	αἷμα	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
καθαρσίου	καθάρσιος	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
σφαγαὶ	σφαγή	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
καθαιμάξωσι	καθαιμάσσω	VB	person=PERSON_3|number=PLURAL|mood=SUBJUNCTIVE|voice=ACTIVE	
νεοθήλου	νεόθηλος	ADJ	number=SINGULAR|gender=NEUTER|case=GENITIVE	
βοτοῦ	βοτόν	NN	number=SINGULAR|gender=NEUTER|case=GENITIVE	
[πώλοις	πῶλος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἀκμαίοις	ἀκμαῖος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
τόνδ̓	ὅδε	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐπιζεύξασ̓	ἐπιζεύγνυμι	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
ὄχον]	ὄχος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
καινὴν	καινός	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
δ̓	δέ		_	
ὁρῶσα	ὁράω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
τήνδ̓	ὅδε	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ὁμιλίαν	ὁμιλία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
χθονὸς	χθών	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
ταρβῶ	ταρβέω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=SUBJUNCTIVE|voice=ACTIVE	
μὲν	μέν		_	
οὐδέν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
θαῦμα	θαῦμα	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
δ̓	δέ		_	
ὄμμασιν	ὄμμα	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
πάρα	παρά	PREP	_	
ἔφθιθ̓	φθίω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE	
οὗτος	οὗτος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
οὐ	οὐ	ADV	_	
καλῶς	καλός	ADV	_	
μολὼν	βλώσκω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
εἰς	εἰς	PREP	_	
οἶκον	οἶκος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἐμοὶ	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
δ̓	δέ		_	
ὄνειδος	ὄνειδος	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
ἐξ	ἐκ	PREP	_	
ὀνειράτων	ὄνειρος	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
μολὸν	βλώσκω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=NOMINATIVE	
ἔτυψεν	τύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
δίκαν	δίκη	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
διφρηλάτου	διφρηλάτης	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
μεσολαβεῖ	μεσολαβής	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
κέντρῳ	κέντρον	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
ὑπὸ	ὑπό	PREP	_	
φρένας	φρήν	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
ὑπὸ	ὑπό	PREP	_	
λοβόν	λοβός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ἔξεστι	ἔξεστι	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
γάρ	γάρ		_	
μοι	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
μὴ	μή	CONJ	_	
λέγειν	λέγω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
ἃ	ὅς	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
μὴ	μή	CONJ	_	
τελῶ	τελέω	VB	person=PERSON_1|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
εὕδεις	εὕδω	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
σὺ	σύ	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
τοῦτο	οὗτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
πράξεις	πράσσω	VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE|voice=ACTIVE	
ὥστε	ὥστε	ADV	_	
με	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
σθένειν	σθένω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
τόσον	τόσος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἔτι	ἔτι	ADV	_	
δέ	δέ		_	
μοι	ἐγώ	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
μένει	μένω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
γέρας	γέρας	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
παλαιόν	παλαιός	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
οὐ	οὐδός	NN	number=SINGULAR|gender=MASCULINE|case=VOCATIVE	
δ̓	δέ		_	
ἀτιμίας	ἀτιμία	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
κύρω	κυρέω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
καίπερ	καίπερ		_	
ὑπὸ	ὑπό	PREP	_	
χθόνα	χθών	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
τάξιν	τάξις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
ἔχουσα	ἔχω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
καὶ	καί	CONJ	_	
δυσήλιον	δυσήλιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
κνέφας	κνέφας	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
ἡμῖν	ἐγώ	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
μὲν	μέν		_	
ἤδη	ἤδη	ADV	_	
πᾶν	πᾶς	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
τετόξευται	τοξεύω	VB	person=PERSON_3|number=SINGULAR|tense=PERF|mood=INDICATIVE	
βέλος	βέλος	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
ἀλλ̓	ἀλλά	ADV	_	
ἔν	ἐν	PREP	_	
τε	τε		_	
τοῖς	ὁ		number=PLURAL|gender=MASCULINE|case=DATIVE	
νέοισι	νέω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=DATIVE	
καὶ	καί	CONJ	_	
παλαιτέροις	παλαιός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
θεοῖς	θεός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
ἄτιμος	ἄτιμος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
εἶ	εἰμί	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
σύ	σύ	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
οὐ	οὐδέ		_	
δ̓	δέ		_	
ἂν	ἄν		_	
δεχοίμην	δέχομαι	VB	person=PERSON_1|number=SINGULAR|tense=PR	
ὥστ̓	ὥστε	CONJ	_	
ἔχειν	ἔχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
τιμὰς	τιμή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
σέθεν	προν		_	
δείσασα	δείδω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
γὰρ	γάρ		_	
γραῦς	γραῦς	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
οὐδέν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
ἀντίπαις	ἀντίπαις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
μὲν	μέν		_	
οὖν	οὖν		_	
Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
πανόπτας	πανόπτης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
οὕτω	οὕτως	ADV	_	
Μοῖρά	μοῖρα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
τε	τε		_	
συγκατέβα	συγκαταβαίνω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
αὐτοῦ	αὐτοῦ	ADV	_	
φυλάσσων	φυλάσσω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
ἀναμένω	ἀναμένω	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
τέλος	τέλος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
δίκης	δίκη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
τῶν	ὁ		number=PLURAL|gender=NEUTER|case=GENITIVE	
σοφῶν	σοφός	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
γὰρ	γάρ		_	
οὐ	οὐ	ADV	_	
πένῃ	πένομαι	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE	
τοιγὰρ	τοιγάρ		_	
κατὰ	κατά	PREP	_	
χθόν̓	χθών	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
οὖσ̓	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=NOMINATIVE	
ἐπικτήσῃ	ἐπικτάομαι	VB	person=PERSON_2|number=SINGULAR|tense=FUTURE|mood=INDICATIVE	
φίλους	φίλος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
καὶ	καί	CONJ	_	
χαῖρε	χαίρω	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=IMPERATIVE|voice=ACTIVE	
καὶ	καί	CONJ	_	
σὺ	σύ	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
καὶ	καί	CONJ	_	
πολισσοῦχος	πολισσοῦχος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
λεώς	λαός	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ἐγὼ	ἐγώ	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
διδαχθεὶς	διδάσκω	VB	number=SINGULAR|mood=PARTICIPLE|voice=PASSIVE|gender=MASCULINE|case=NOMINATIVE	
ἐν	ἐν	PREP	_	
κακοῖς	κακός	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
ἐπίσταμαι	ἐπίσταμαι	VB	person=PERSON_1|number=SINGULAR|tense=PR|mood=INDICATIVE	
πολλοὺς	πολύς	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
καθαρμούς	καθαρμός	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
καὶ	καί	CONJ	_	
λέγειν	λέγω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
ὅπου	ὅπου	ADV	_	
δίκη	δίκη	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
σιγᾶν	σιγάζω	VB	tense=FUTURE|mood=INFINITIVE|voice=ACTIVE	
θ̓	τε		_	
ὁμοίως	ὅμοιος	ADV	_	
Ζεύς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
ὡς	ὡς	ADV	_	
λέγεις	λέγω	VB	person=PERSON_2|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
σύ	σύ	PRON	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
τόνδε	ὅδε	PRON	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
χρησμὸν	χρησμός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
ὤπασε	ὀπάζω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
φράζειν	φράζω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
Ὀρέστῃ	Ὀρέστης	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
τῷδε	ὅδε	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
πατρὸς	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
φόνον	φόνος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
πράξαντα	πράσσω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
μητρὸς	μήτηρ	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
μηδαμοῦ	μηδαμοῦ	ADV	_	
τιμὰς	τιμή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
νέμειν	νέμω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
ἐπὶ	ἐπί	PREP	_	
δὲ	δέ		_	
τῷ	ὁ		number=SINGULAR|gender=MASCULINE|case=DATIVE	
τεθυμένῳ	θύω	VB	number=SINGULAR|tense=PERF|mood=PARTICIPLE|gender=MASCULINE|case=DATIVE	
τόδε	ὅδε	PRON	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
μέλος	μέλος	NN	number=SINGULAR|gender=NEUTER|case=NOMINATIVE	
παρακοπά	παρακοπή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
